Head,Message,Type
,War against Covid-19 myths has Pune scientists helping world keep it real,Genuine
,Coronavirus national roundup: India reports highest spike in positive cases over last 24 hours,Genuine
,"Covid-19 suspect dies while trying to escape from hospital, report comes negative",Genuine
,A video that shows the dead bodies being taken away in a convoy of cars is from a hospital in Iran due to novel coronavirus.,Fake
,A video that shows the dead bodies being taken away in a convoy of cars is from a hospital in Iran.,Fake
, Lockdown in India extended till May 8th.,Fake
,Coronavirus: Kerala tops recovery-rate table,Genuine
,A video is being shared on various social media platforms and in WhatsApp groups in which a person allegedly infected with COVID-19 can be seen lying unconscious on the ground and shaking violently.,Fake
,"Centre asks states to ensure smooth harvesting, sowing activities",Genuine
," Video of bats found under the tiles of many roofs in Hubei, China. They were the source of coronavirus.",Fake
,SC dismisses plea seeking relaxing of medical expenses for non-Covid-19 treatment,Genuine
,Video of Muslims applying their saliva to plates and spoons to spread the coronavirus disease.,Fake
,Venkaiah Naidu urges countrymen to show solidarity with COVID-19 warriors by lighting lamps tonight,Genuine
,"King Khan (Shah Rukh Khan), son of Pakistan, contributes Rs 45 Crores to Pakistan and not a single rupee to Indian citizens to fight the Coronavirus pandemic. Don't watch watch his upcoming cinemas",Fake
,Reflections on surveillance in the middle of a pandemic | Opinion,Genuine
,"Only wear a mask if you are ill with COVID-19 symptoms (especially coughing) or looking after someone who may have COVID-19. Disposable face mask can only be used once. If you are not ill or looking after someone who is ill then you are wasting a mask. There is a world-wide shortage of masks, so We urge people to use masks wisely.",Genuine
,UK PM Boris Johnson invites opposition to join in Covid-19 fight,Genuine
, Government of an Indian state Madhya Pradesh ordered shoot-at-sight to enforce lockdown.,Fake
,Don't cross 'Lakshman Rekha' of social distancing: PM Modi urges countrymen,Genuine
, A WhatsApp forward is doing the rounds which claims that Prime Minister Narendra Modi called for a 14-hour long ‘Janta Curfew’ on 22 March from 7 am to 9 pm because the lifespan of the coronavirus at one place is only 12 hours and if we all follow the Janta Curfew religiously then the chain will be broken,Fake
,Bitter gourd juice can cure coronavirus in just two hours.,Fake
,Image of Indian police officer beating street children for not abiding lockdown.,Fake
,"18 nations, including the US and the UK, want Indian Prime Minister Narendra Modi to be the leader of the task force to combat the coronavirus pandemic.",Fake
, Staff of Gold Coast Hospital in Australia has gifted a volleyball to Tom Hanks in quarantine.,Fake
,Celebrities spreading misinformation about coronavirus and the Janata curfew in India.,Fake
,Prime Minister of India visited a temple and realised that the only way to protect oneself from coronavirus is to bow beforeGod Krishna Ganesh Shiv Devi Mahalaxmi Vishnu and Hanuman.,Fake
,â€˜People may die if lockdown is liftedâ€™: KCR asks PM to extend lockdown,Genuine
,Covid-19 challenge seeks innovative solutions to mitigate pandemic impact,Genuine
,"Corona virus when it falls on a metal surface,it will live 12 hours,so washing hands with soap and water well enough..Corona virus when it falls on the fabric remains 9 hours,so washing clothes or being exposed to the sun for two hours meets the purpose of killing it.",Fake
,US President Trump joins Muslims prayers for respite from Coronavirus after failing to tackle it,Fake
, Clorox Already Knew About coronavirus And coronavirus Isn’t New Virus.,Fake
,"Corona viruses are a large family of viruses which may cause illness in animals or humans. In humans, several coronaviruses are known to cause respiratory infections ranging from the common cold to more severe diseases such as Middle East Respiratory Syndrome (MERS) and Severe Acute Respiratory Syndrome (SARS). The most recently discovered coronavirus causes coronavirus disease COVID-19.",Genuine
, Italian President said that Italy has surrendered to the Coronavirus.,Fake
," World Heritage Day: Red Fort, Humayun's Tomb illuminated with Covid-19 messages",Genuine
,This is the video of Conress leaders Rahul and Priyanka Gandhi breaking coronavirus lockdown by stepping out.,Fake
,Partymate Milind Deora embarrasses Rahul Gandhi over oil price tweet,Genuine
,"5,500km international borders in NE region shut during lockdown",Genuine
,TV viewership soars to record levels amid virus lockdown,Genuine
,India hits out at Imran Khan for his comments on J&K domicile rules,Genuine
,Weed kills coronavirus.,Fake
,"â€˜Home test kitâ€™ sold online, regulator says not approved",Genuine
,"Armed forces further ramp up medical facilities, dedicate 19 hospitals solely for Covid-19 patients",Genuine
, Man is spitting on police officer to spread COVID-19 in India.,Fake
,'Unruly' Tablighis be killed with bullets: MNS chief,Genuine
,Coronavirus fears in Germany result in large crowds outside the supermarket.,Genuine
,Centre agrees to submit status report on migrant workers' shelter and food,Genuine
,Misleading: Applying mustard oil in your nostrils will kill coronavirus.,Fake
,Research indicates that children and adolescents are just as likely to become infected as any other age group and can spread the disease.,Genuine
, The viral video claims to show the visuals of china police personnel trying to control the patients allegedly suffering from the pandemic.,Fake
," WHO reported that Coronavirus lasts upto 8 hours on cabbages thus, cabbage consumption should be restricted.",Fake
,Covid-19: DRDO develops portable backpack for sanitisation equipment,Genuine
,"Amid coronavirus pandemic, doctor BJP MPs are returning to hospitals",Genuine
, Sophie Trudeau is sharing her COVID-19 experience.,Fake
,"Jharkhand: One more tests positive in Hindpiri, Ranchi",Genuine
P M Bolsonaro,Italian Prime Minister Giuseppe Conte broke down amid Covid19 deaths in his country.,Fake
, Holding your breath can test for COVID-19.,Fake
,"We stand together to strongly condemn conspiracy theories suggesting that COVID-19 does not have a natural origin. Scientists from multiple countries have published and analysed genomes of the causative agent, severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), and they overwhelmingly conclude that this coronavirus originated in wildlife, as have so many other emerging pathogens",Genuine
,Delhi government forms audit committee to monitor COVID-19 deaths,Genuine
,Man contracts COVID-19 by eating mutton.,Fake
, Chicken Infected From coronavirus Found In Bangalore.,Fake
,"PM holds talks with former Presidents, ex-PMs, party heads",Genuine
, Indian daily falsely links study to coronavirus in digital edition and then changes it.,Fake
, Photo of an Italian doctor waving goodbye to co-doctors as he is about to die due to coronavirus.,Fake
,WHO declared COVID-19 to be the abbreviation for China Outbreak Virus In December 19.,Fake
,"Treat patients with symptoms, now | HT editorial",Genuine
,"DRDO develops bio suits for doctors, paramedics engaged in treating coronavirus patients",Genuine
,Photo of a vaccine developed by US scientists for COVID-19.,Fake
,World Health Day 2020: ‘Support nurses and midwives’ as they fight Covid-19,Genuine
,"US, UK to begin evacuating stranded nationals from India",Genuine
,Australian researchers have found that bananas can help prevent infection of COVID-19.,Fake
," Italian police are being brutal on people not following lockdowns, India should follow.",Fake
,Govt mulls sops for labourers in key services,Genuine
Eating Cabbage,"WHO reported that Coronavirus lasts upto 8 hours on cabbages thus, cabbage consumption should be restricted.",Fake
,Rate of doubling of Covid-19 cases 4.1 days; without Jamaat incident it would have been 7.4: Centre,Genuine
,SC to govt: End Kerala-Karnataka border deadlock,Genuine
,"A ten-month-old infant, the youngest in Tamil Nadu to test positive for Covid-19 was discharged from a Coimbatore hospital on Monday, has recovered after a 14-day treatment. The child acquired the infection from his 29-year-old mother who works as a doctor for the Southern Railways.",Genuine
, Russia has unleashed over 500 lions to ensure that people stay inside their homes amid the coronavirus outbreak.,Fake
,Lockdown in India extended till May 8th.,Fake
,Testing protocols and eligibility vary depending on where you live.,Genuine
,Indiaâ€™s efforts to fight Covid-19 appreciated globally: PM Modi,Genuine
,SC seeks response from Centre on plea by activists for payment of wages to migrant workers,Genuine
,Passengers at Delhi airport got agitated Wednesday morning as their passports were withheld by airport authorities.,Genuine
Preventing infection by rinsing your nose,"There is some limited evidence that regularly rinsing nose with saline can help people recover more quickly from the common cold. However, regularly rinsing the nose has not been shown to prevent respiratory infections.",Genuine
, Vladimir Putin let lions loose in the streets of Russia to keep them indoors during COVID-19,Fake
,"Govt says PMâ€™s call to switch off lights only for residences, wonâ€™t affect the grid",Genuine
